,Concept,Feature,Yes/No,Category,prompt,gpt_response
62,Knife,have_handle_made_of_wood,1,tool,"In one word, Yes/No: Do knives have a handle made of wood ?","

Yes"
63,Knife,have_handle_made_of_plastic,1,tool,"In one word, Yes/No: Do knives have a handle made of plastic ?","

Yes"
64,Knife,have_hearing,0,tool,"In one word, Yes/No: Do knives have a hearing ?","

No"
65,Knife,have_head_material,0,tool,"In one word, Yes/No: Do knives have a head material ?","

No"
66,Knife,have_heart,0,tool,"In one word, Yes/No: Do knives have a heart ?","

No"
67,Knife,have_heart_rate,0,tool,"In one word, Yes/No: Do knives have a heart rate ?","

No"
68,Knife,have_heat-sensing_pits,0,tool,"In one word, Yes/No: Do knives have heat-sensing pits ?","

No"
69,Knife,have_hard_blade,1,tool,"In one word, Yes/No: Do knives have a hard blade ?","

Yes"
70,Knife,have_hard_shell,0,tool,"In one word, Yes/No: Do knives have a hard shell ?","

No"
71,Knife,have_head,0,tool,"In one word, Yes/No: Do knives have a head ?","

No"
72,Knife,have_hardie_hole,1,tool,"In one word, Yes/No: Do knives have a hardie hole ?","

Yes"
73,Knife,have_head_attachment,0,tool,"In one word, Yes/No: Do knives have a head attachment ?","

No"
74,Knife,have_hole,1,tool,"In one word, Yes/No: Do knives have a hole ?","

Yes"
75,Knife,have_heel,1,tool,"In one word, Yes/No: Do knives have a heel ?","

Yes"
76,Knife,have_hide,0,tool,"In one word, Yes/No: Do knives have a hide ?","

No"
77,Knife,have_heat-treated_lade,1,tool,"In one word, Yes/No: Do knives have a heat-treated lade ?","

Yes"
78,Knife,have_high-carbon_steel_blade,1,tool,"In one word, Yes/No: Do knives have a high-carbon steel blade ?","

Yes"
79,Knife,have_hood,0,tool,"In one word, Yes/No: Do knives have a hood ?","

No"
80,Knife,have_hole_in_blade,0,tool,"In one word, Yes/No: Do knives have a hole in blade ?","

No"
81,Knife,have_horn,0,tool,"In one word, Yes/No: Do knives have a horn ?","

No"
82,Knife,have_horny_covering,0,tool,"In one word, Yes/No: Do knives have a horny covering ?","

No"
83,Knife,have_hose_attachment,0,tool,"In one word, Yes/No: Do knives have a hose attachment ?","

No"
84,Knife,have_jaw,0,tool,"In one word, Yes/No: Do knives have a jaw ?","

No"
85,Knife,have_horny_covering_at_the_ends,0,tool,"In one word, Yes/No: Do knives have horny covering at the ends ?","

No"
86,Knife,have_large_eyes,0,tool,"In one word, Yes/No: Do knives have large eyes ?","

No"
87,Knife,have_large_body,0,tool,"In one word, Yes/No: Do knives have a large body ?","

No"
88,Knife,have_label,1,tool,"In one word, Yes/No: Do knives have a label ?","

Yes"
89,Knife,have_laterally_compressed_body,1,tool,"In one word, Yes/No: Do knives have a laterally compressed body ?","

Yes"
90,Knife,have_large_head,0,tool,"In one word, Yes/No: Do knives have a large head ?","

No"
91,Knife,have_lid,0,tool,"In one word, Yes/No: Do knives have a lid ?","

No"
92,Knife,have_legs,0,tool,"In one word, Yes/No: Do knives have legs ?","

No"
93,Knife,have_lifespan_of_20-30_years,1,tool,"In one word, Yes/No: Do knives have lifespan of 20-30 years ?","

Yes"
94,Knife,have_long_blade,1,tool,"In one word, Yes/No: Do knives have a long blade ?","

Yes"
95,Knife,have_long_fangs,0,tool,"In one word, Yes/No: Do knives have long fangs ?","

No"
96,Knife,have_long_body,0,tool,"In one word, Yes/No: Do knives have a long body ?","

No"
97,Knife,have_long_neck,0,tool,"In one word, Yes/No: Do knives have a long neck ?","

No"
98,Knife,have_long_jaw,0,tool,"In one word, Yes/No: Do knives have a long jaw ?","

No"
99,Knife,have_long_shaft,0,tool,"In one word, Yes/No: Do knives have a long shaft ?","

No"
100,Knife,have_long_handle,1,tool,"In one word, Yes/No: Do knives have a long handle ?","

Yes"
101,Knife,have_long_tail,0,tool,"In one word, Yes/No: Do knives have a long tail ?","

No"
102,Knife,have_long_snout,0,tool,"In one word, Yes/No: Do knives have a long snout ?","

No"
103,Knife,have_long_teeth,0,tool,"In one word, Yes/No: Do knives have long teeth ?","

No"
104,Knife,have_long_tongue,0,tool,"In one word, Yes/No: Do knives have a long tongue ?","

No"
105,Knife,have_many_different_types,1,tool,"In one word, Yes/No: Do knives have many different types ?","

Yes"
106,Knife,have_markings,1,tool,"In one word, Yes/No: Do knives have markings ?","

Yes"
107,Knife,have_motor,0,tool,"In one word, Yes/No: Do knives have a motor ?","

No"
108,Knife,have_metal_handle,1,tool,"In one word, Yes/No: Do knives have a metal handle ?","

Yes"
109,Knife,have_mulching_capabilities,0,tool,"In one word, Yes/No: Do knives have mulching capabilities ?","

No"
110,Knife,have_measurement_markings,1,tool,"In one word, Yes/No: Do knives have measurement markings ?","

Yes"
111,Knife,have_metal_blade,1,tool,"In one word, Yes/No: Do knives have a metal blade ?","

Yes"
112,Knife,have_mouth,0,tool,"In one word, Yes/No: Do knives have a mouth ?","

No"
113,Knife,have_neck,0,tool,"In one word, Yes/No: Do knives have a neck ?","

No"
114,Knife,have_no_ears,0,tool,"In one word, Yes/No: Do knives have no ears ?","

No"
115,Knife,have_no_external_ears,0,tool,"In one word, Yes/No: Do knives have no external ears ?","

No"
116,Knife,have_multi-surface_cleaning_ability,1,tool,"In one word, Yes/No: Do knives have a multi-surface cleaning ability ?","

Yes"
117,Knife,have_muscular_body,0,tool,"In one word, Yes/No: Do knives have a muscular body ?","

No"
118,Knife,have_narrow_snout,0,tool,"In one word, Yes/No: Do knives have a narrow snout ?","

No"
119,Knife,have_natural_bristled_head,0,tool,"In one word, Yes/No: Do knives have a natural bristled head ?","

No"
120,Knife,have_no_eyelids,0,tool,"In one word, Yes/No: Do knives have no eyelids ?","

No"
121,Knife,have_natural_bristles,0,tool,"In one word, Yes/No: Do knives have natural bristles ?","

No"
122,Knife,have_no_eyes,0,tool,"In one word, Yes/No: Do knives have no eyes ?","

No"
123,Knife,have_non-serrated_blade,1,tool,"In one word, Yes/No: Do knives have a non-serrated blade ?","

Yes"
124,Knife,have_no_pigmentation,0,tool,"In one word, Yes/No: Do knives have a no pigmentation ?","

No"
125,Knife,have_no_legs,0,tool,"In one word, Yes/No: Do knives have no legs ?","

No"
126,Knife,have_no_limbs,0,tool,"In one word, Yes/No: Do knives have no limbs ?","

No"
127,Knife,have_nozzle,0,tool,"In one word, Yes/No: Do knives have a nozzle ?","

No"
128,Knife,have_opening_hood,0,tool,"In one word, Yes/No: Do knives have a opening hood ?","

No"
129,Knife,have_pits,0,tool,"In one word, Yes/No: Do knives have pits ?","

No"
130,Knife,have_plastic_handle,0,tool,"In one word, Yes/No: Do knives have a plastic handle ?","

No"
131,Knife,have_nostrils,0,tool,"In one word, Yes/No: Do knives have nostrils ?","

No"
132,Knife,have_plastic_blade,0,tool,"In one word, Yes/No: Do knives have a plastic blade ?","

No"
133,Knife,have_pointed_head,1,tool,"In one word, Yes/No: Do knives have a pointed head ?","

Yes"
134,Knife,have_pointed_end,1,tool,"In one word, Yes/No: Do knives have a pointed end ?","

Yes"
135,Knife,have_pointy_end,1,tool,"In one word, Yes/No: Do knives have a pointy end ?","

Yes"
136,Knife,have_prehensile_tail,0,tool,"In one word, Yes/No: Do knives have a prehensile tail ?","

No"
137,Knife,have_powerful_jaw,0,tool,"In one word, Yes/No: Do knives have a powerful jaw ?","

No"
138,Knife,have_pritchel_hole,1,tool,"In one word, Yes/No: Do knives have a pritchel hole ?","

Yes"
139,Knife,have_poison_glands,0,tool,"In one word, Yes/No: Do knives have poison glands ?","

No"
140,Knife,have_powerful_tail,0,tool,"In one word, Yes/No: Do knives have a powerful tail ?","

No"
141,Knife,have_rough_skin,0,tool,"In one word, Yes/No: Do knives have a rough skin ?","

No"
142,Knife,have_round_head,0,tool,"In one word, Yes/No: Do knives have a round head ?","

No"
143,Knife,have_rounding_hammer,0,tool,"In one word, Yes/No: Do knives have a rounding hammer ?","

No"
144,Knife,have_scaly_hide,0,tool,"In one word, Yes/No: Do knives have a scaly hide ?","

No"
145,Knife,have_scaly_skin,0,tool,"In one word, Yes/No: Do knives have a scaly skin ?","

No"
146,Knife,have_scales,0,tool,"In one word, Yes/No: Do knives have scales ?","

No"
147,Knife,have_scale-covered_bodies,0,tool,"In one word, Yes/No: Do knives have scale-covered bodies ?","

No"
148,Knife,have_serrated_edge_blade,1,tool,"In one word, Yes/No: Do knives have a serrated edge blade ?","

Yes"
149,Knife,have_self-propulsion,0,tool,"In one word, Yes/No: Do knives have a self-propulsion ?","

No"
150,Knife,have_shaft,0,tool,"In one word, Yes/No: Do knives have a shaft ?","

No"
151,Knife,have_sharp_claws,0,tool,"In one word, Yes/No: Do knives have sharp claws ?","

No"
152,Knife,have_shape,1,tool,"In one word, Yes/No: Do knives have a shape ?","

Yes"
153,Knife,have_sharp_blade_on_one_side,1,tool,"In one word, Yes/No: Do knives have a sharp blade on one side ?","

Yes"
154,Knife,have_sharp_edge,1,tool,"In one word, Yes/No: Do knives have a sharp edge ?","

Yes"
155,Knife,have_sharp_fangs,0,tool,"In one word, Yes/No: Do knives have sharp fangs ?","

No"
156,Knife,have_sharp_point,1,tool,"In one word, Yes/No: Do knives have a sharp point ?","

Yes"
157,Knife,have_sharp_teeth,0,tool,"In one word, Yes/No: Do knives have sharp teeth ?","

No"
158,Knife,have_short_body,0,tool,"In one word, Yes/No: Do knives have a short body ?","

No"
159,Knife,have_shell,0,tool,"In one word, Yes/No: Do knives have a shell ?","

No"
160,Knife,have_sharpened_blade,1,tool,"In one word, Yes/No: Do knives have a sharpened blade ?","

Yes"
161,Knife,have_sharp_jaw,1,tool,"In one word, Yes/No: Do knives have a sharp jaw ?","

Yes"
162,Knife,have_sheath,1,tool,"In one word, Yes/No: Do knives have a sheath ?","

Yes"
163,Knife,have_short_handle,0,tool,"In one word, Yes/No: Do knives have a short handle ?","

No"
164,Knife,have_short_legs,0,tool,"In one word, Yes/No: Do knives have short legs ?","

No"
165,Knife,have_side_wings,0,tool,"In one word, Yes/No: Do knives have side wings ?","

No"
166,Knife,have_slits_for_breathing,0,tool,"In one word, Yes/No: Do knives have a slits for breathing ?","

No"
167,Knife,have_size,1,tool,"In one word, Yes/No: Do knives have a size ?","

Yes"
168,Knife,have_skin,0,tool,"In one word, Yes/No: Do knives have a skin ?","

No"
169,Knife,have_slender_body,1,tool,"In one word, Yes/No: Do knives have a slender body ?","

Yes"
170,Knife,have_snout,0,tool,"In one word, Yes/No: Do knives have a snout ?","

No"
171,Knife,have_spout,0,tool,"In one word, Yes/No: Do knives have a spout ?","

No"
172,Knife,have_square_hole,0,tool,"In one word, Yes/No: Do knives have a square hole ?","

No"
173,Knife,have_sticky_tongue,0,tool,"In one word, Yes/No: Do knives have a sticky tongue ?","

No"
174,Knife,have_slow_heart_rate,0,tool,"In one word, Yes/No: Do knives have a slow heart rate ?","

No"
175,Knife,have_smooth_scales,1,tool,"In one word, Yes/No: Do knives have smooth scales ?","

Yes"
176,Knife,have_small_eyes,0,tool,"In one word, Yes/No: Do knives have small eyes ?","

No"
177,Knife,have_snow_blade,0,tool,"In one word, Yes/No: Do knives have a snow blade ?","

No"
178,Knife,have_spikes,0,tool,"In one word, Yes/No: Do knives have spikes ?","

No"
179,Knife,have_stocky_legs,0,tool,"In one word, Yes/No: Do knives have stocky legs ?","

No"
180,Knife,have_socket,0,tool,"In one word, Yes/No: Do knives have a socket ?","

No"
181,Knife,have_smooth_skin,1,tool,"In one word, Yes/No: Do knives have a smooth skin ?","

Yes"
182,Knife,have_straight_handle,1,tool,"In one word, Yes/No: Do knives have a straight handle ?","

Yes"
183,Knife,have_stubby_legs,0,tool,"In one word, Yes/No: Do knives have stubby legs ?","

No"
184,Knife,have_straight_blade,1,tool,"In one word, Yes/No: Do knives have a straight blade ?","

Yes"
185,Knife,have_synthetic_bristled_head,0,tool,"In one word, Yes/No: Do knives have a synthetic bristled head ?","

No"
186,Knife,have_table,0,tool,"In one word, Yes/No: Do knives have a table ?","

No"
187,Knife,have_synthetic_bristles,0,tool,"In one word, Yes/No: Do knives have synthetic bristles ?","

No"
188,Knife,have_tail,0,tool,"In one word, Yes/No: Do knives have a tail ?","

No"
189,Knife,have_teeth,0,tool,"In one word, Yes/No: Do knives have teeth ?","

No"
190,Knife,have_thick_body,0,tool,"In one word, Yes/No: Do knives have a thick body ?","

No"
191,Knife,have_thick_skin,0,tool,"In one word, Yes/No: Do knives have a thick skin ?","

No"
192,Knife,have_strong_jaw,0,tool,"In one word, Yes/No: Do knives have a strong jaw ?","

No"
193,Knife,have_surface,1,tool,"In one word, Yes/No: Do knives have a surface ?","

Yes"
194,Knife,have_thickness,1,tool,"In one word, Yes/No: Do knives have thickness ?","

Yes"
195,Knife,have_thin_blade,1,tool,"In one word, Yes/No: Do knives have a thin blade ?","

Yes"
196,Knife,have_thin_body,1,tool,"In one word, Yes/No: Do knives have a thin body ?","

Yes"
197,Knife,have_tapered_snout,0,tool,"In one word, Yes/No: Do knives have a tapered snout ?","

No"
198,Knife,have_tough_scales,0,tool,"In one word, Yes/No: Do knives have tough scales ?","

No"
199,Knife,have_tongue,0,tool,"In one word, Yes/No: Do knives have a tongue ?","

No"
200,Knife,have_tough_skin,0,tool,"In one word, Yes/No: Do knives have a tough skin ?","

No"
201,Knife,have_two_legs,0,tool,"In one word, Yes/No: Do knives have two legs ?","

No"
202,Knife,have_two_arms,0,tool,"In one word, Yes/No: Do knives have two arms ?","

No"
203,Knife,have_toxic_venom,0,tool,"In one word, Yes/No: Do knives have a toxic venom ?","

No"
204,Knife,have_two-chambered_heart,0,tool,"In one word, Yes/No: Do knives have a two-chambered heart ?","

No"
205,Knife,have_toes,0,tool,"In one word, Yes/No: Do knives have toes ?","

No"
206,Knife,have_triangular_head,0,tool,"In one word, Yes/No: Do knives have a triangular head ?","

No"
207,Knife,have_type,1,tool,"In one word, Yes/No: Do knives have a type ?","

Yes"
208,Knife,have_webbed_toes,0,tool,"In one word, Yes/No: Do knives have webbed toes ?","

No"
209,Knife,have_venom,0,tool,"In one word, Yes/No: Do knives have a venom ?","

No"
210,Knife,have_webbed_feet,0,tool,"In one word, Yes/No: Do knives have webbed feet ?","

No"
211,Knife,have_wheels,0,tool,"In one word, Yes/No: Do knives have wheels ?","

No"
212,Knife,have_variety_of_sizes,1,tool,"In one word, Yes/No: Do knives have variety of sizes ?","

Yes"
213,Knife,have_variety_of_colors,1,tool,"In one word, Yes/No: Do knives have variety of colors ?","

Yes"
214,Knife,have_variety_of_shapes,1,tool,"In one word, Yes/No: Do knives have variety of shapes ?","

Yes"
215,Knife,lay_eggs,0,tool,"In one word, Yes/No: Do knives lay eggs ?","

No"
216,Knife,have_wheels that move it forward,0,tool,"In one word, Yes/No: Do knives have a wheels that move it forward ?","

No"
217,Knife,live_in_streams,0,tool,"In one word, Yes/No: Do knives live in streams ?","

No"
218,Knife,have_wings,0,tool,"In one word, Yes/No: Do knives have wings ?","

No"
219,Knife,have_wooden_handle,1,tool,"In one word, Yes/No: Do knives have a wooden handle ?","

Yes"
220,Knife,live_in_damp_places,0,tool,"In one word, Yes/No: Do knives live in damp places ?","

No"
221,Knife,live_in_ponds,0,tool,"In one word, Yes/No: Do knives live in ponds ?","

No"
222,Knife,live_in_freshwater,0,tool,"In one word, Yes/No: Do knives live in freshwater ?","

No"
223,Knife,live_in_Asia,0,tool,"In one word, Yes/No: Do knives live in Asia ?","

No"
224,Knife,live_in_warm_climates,0,tool,"In one word, Yes/No: Do knives live in warm climates ?","

No"
225,Knife,live_in_woods,0,tool,"In one word, Yes/No: Do knives live in woods ?","

No"
226,Knife,lives_in_Central_America,0,tool,"In one word, Yes/No: Do knives live in Central America ?","

No"
227,Knife,lives_in_Africa,0,tool,"In one word, Yes/No: Do knives live in Africa ?","

No"
228,Knife,live_near_water,0,tool,"In one word, Yes/No: Do knives live near water ?","

No"
229,Knife,lives_in_Australia,0,tool,"In one word, Yes/No: Do knives live in Australia ?","

No"
230,Knife,lives_in_Asia,0,tool,"In one word, Yes/No: Do knives live in Asia ?","

No"
231,Knife,lives_in_different_climates,0,tool,"In one word, Yes/No: Do knives live in different climates ?","

No"
232,Knife,lives_in_South_America,0,tool,"In one word, Yes/No: Do knives live in South America ?","

No"
233,Knife,lives_in_Europe,1,tool,"In one word, Yes/No: Do knives live in Europe ?","

Yes"
234,Knife,lives_underground,0,tool,"In one word, Yes/No: Do knives live underground ?","

No"
235,Knife,lives_in_rainforests_of_South_America,0,tool,"In one word, Yes/No: Do knives live in rainforests of South America ?","

No"
236,Knife,lives_in_warm_climate,0,tool,"In one word, Yes/No: Do knives live in warm climate ?","

No"
237,Lawn Mower,are_4.5_inches_in_diameter,0,tool,"In one word, Yes/No: Are lawn mowers 4.5 inches in diameter ?","

No"
238,Knife,lives_in_tropical_climate,0,tool,"In one word, Yes/No: Do knives live in tropical climate ?","

No"
239,Lawn Mower,are_Abrasive,1,tool,"In one word, Yes/No: Are lawn mowers Abrasive ?","

Yes"
240,Knife,lives_in_various_habitats,1,tool,"In one word, Yes/No: Do knives live in various habitats ?","

Yes"
241,Knife,made_of_aluminum_oxide,1,tool,"In one word, Yes/No: Are knives made of aluminum oxide ?","

Yes"
242,Lawn Mower,are_Coated,0,tool,"In one word, Yes/No: Are lawn mowers Coated ?","

No"
243,Lawn Mower,are_Dense,0,tool,"In one word, Yes/No: Are lawn mowers Dense ?","

No"
244,Lawn Mower,are_Rigid,0,tool,"In one word, Yes/No: Are lawn mowers Rigid ?","

No"
245,Lawn Mower,are_Hard,0,tool,"In one word, Yes/No: Are lawn mowers Hard ?","

No"
246,Lawn Mower,are_a_hand_tool,0,tool,"In one word, Yes/No: Are lawn mowers a hand tool ?","

No"
247,Lawn Mower,are_a_constrictor,0,tool,"In one word, Yes/No: Are lawn mowers a constrictor ?","

No"
248,Lawn Mower,are_a_large_snake,0,tool,"In one word, Yes/No: Are lawn mowers a large snake ?","

No"
249,Lawn Mower,are_a_good_swimmer,0,tool,"In one word, Yes/No: Are lawn mowers a good swimmer ?","

No"
250,Lawn Mower,are_a_hard_plastic,1,tool,"In one word, Yes/No: Are lawn mowers a hard plastic ?","

Yes"
251,Lawn Mower,are_a_reptile,0,tool,"In one word, Yes/No: Are lawn mowers a reptile ?","

No"
252,Lawn Mower,are_a_small_metal,0,tool,"In one word, Yes/No: Are lawn mowers a small metal ?","

No"
253,Lawn Mower,are_a_small_amphibian,0,tool,"In one word, Yes/No: Are lawn mowers a small amphibian ?","

No"
254,Lawn Mower,are_a_snake,0,tool,"In one word, Yes/No: Are lawn mowers a snake ?","

No"
255,Lawn Mower,are_a_small_to_medium_sized_lizard,0,tool,"In one word, Yes/No: Are lawn mowers a small to medium sized lizard ?","

No"
256,Lawn Mower,are_abrasive,1,tool,"In one word, Yes/No: Are lawn mowers abrasive ?","

Yes"
257,Lawn Mower,are_a_swimmer,0,tool,"In one word, Yes/No: Are lawn mowers a swimmer ?","

No"
258,Lawn Mower,are_a_thin_piece_of_metal,0,tool,"In one word, Yes/No: Are lawn mowers a thin piece of metal ?","

No"
259,Lawn Mower,are_a_tool,1,tool,"In one word, Yes/No: Are lawn mowers a tool ?","

Yes"
260,Lawn Mower,are_an_amphibian,0,tool,"In one word, Yes/No: Are lawn mowers an amphibian ?","

No"
261,Lawn Mower,are_brown,0,tool,"In one word, Yes/No: Are lawn mowers brown ?","

No"
262,Lawn Mower,are_carnivores,0,tool,"In one word, Yes/No: Are lawn mowers carnivores ?","

No"
263,Lawn Mower,are_carnivorous,0,tool,"In one word, Yes/No: Are lawn mowers carnivorous ?","

No"
264,Lawn Mower,are_born_in_water,0,tool,"In one word, Yes/No: Are lawn mowers born in water ?","

No"
265,Lawn Mower,are_cold-blooded,0,tool,"In one word, Yes/No: Are lawn mowers cold-blooded ?","

No"
266,Lawn Mower,are_cold-blooded_reptiles,0,tool,"In one word, Yes/No: Are lawn mowers cold-blooded reptiles ?","

No"
267,Lawn Mower,are_delicate,0,tool,"In one word, Yes/No: Are lawn mowers delicate ?","

No"
268,Lawn Mower,are_agile,0,tool,"In one word, Yes/No: Are lawn mowers agile ?","

No"
269,Lawn Mower,are_black,0,tool,"In one word, Yes/No: Are lawn mowers black ?","

No"
270,Lawn Mower,are_an_essential_tool,1,tool,"In one word, Yes/No: Are lawn mowers an essential tool ?","

Yes"
271,Lawn Mower,are_carnivors,0,tool,"In one word, Yes/No: Are lawn mowers carnivors ?","

No"
272,Lawn Mower,are_constrictors,0,tool,"In one word, Yes/No: Are lawn mowers constrictors ?","

No"
273,Lawn Mower,are_covered_in_scales,0,tool,"In one word, Yes/No: Are lawn mowers covered in scales ?","

No"
274,Lawn Mower,are_dark_brown,0,tool,"In one word, Yes/No: Are lawn mowers dark brown ?","

No"
275,Lawn Mower,are_dimorphic,0,tool,"In one word, Yes/No: Are lawn mowers dimorphic ?","

No"
276,Lawn Mower,are_elongated,0,tool,"In one word, Yes/No: Are lawn mowers elongated ?","

No"
277,Lawn Mower,are_ectothermic,0,tool,"In one word, Yes/No: Are lawn mowers ectothermic ?","

No"
278,Lawn Mower,are_fast,0,tool,"In one word, Yes/No: Are lawn mowers fast ?","

No"
279,Lawn Mower,are_good_swimmers,0,tool,"In one word, Yes/No: Are lawn mowers good swimmers ?","

No"
280,Lawn Mower,are_good_climbers,0,tool,"In one word, Yes/No: Are lawn mowers good climbers ?","

No"
281,Lawn Mower,are_good_jumpers,0,tool,"In one word, Yes/No: Are lawn mowers good jumpers ?","

No"
282,Lawn Mower,are_hand_held,1,tool,"In one word, Yes/No: Are lawn mowers hand held ?","

Yes"
283,Lawn Mower,are_green,0,tool,"In one word, Yes/No: Are lawn mowers green ?","

No"
284,Lawn Mower,are_herbivore,0,tool,"In one word, Yes/No: Are lawn mowers herbivore ?","

No"
285,Lawn Mower,are_lacking_limbs,0,tool,"In one word, Yes/No: Are lawn mowers lacking limbs ?","

No"
286,Lawn Mower,are_large,0,tool,"In one word, Yes/No: Are lawn mowers large ?","

No"
