,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
188,Anvil,Alligator,Boa python,tool,41,41,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Alligator",Alligator
205,Snake,Alligator,Chisel,reptile,40,38,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Alligator",Alligator
228,Turtle,Alligator,Shovel,reptile,41,41,"Answer using only only word - ""Alligator"" or ""Shovel"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Alligator",Alligator
231,Oil can,Alligator,Tortoise,tool,42,41,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Alligator",Alligator
251,Cobra,Alligator,Toad,reptile,40,42,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
255,Knife,Alligator,Paint brush,tool,41,41,"Answer using only only word - ""Alligator"" or ""Paint brush"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Alligator",Alligator
261,Turtle,Alligator,Saw,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Alligator",Alligator
269,Oil can,Alligator,Grinding disk,tool,43,41,"Answer using only only word - ""Alligator"" or ""Grinding disk"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Alligator",Alligator
284,Vacuum,Alligator,Salamander,tool,42,43,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Alligator",Alligator
296,Snake,Alligator,Knife,reptile,40,38,"Answer using only only word - ""Alligator"" or ""Knife"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Alligator",Alligator
301,Lizard,Alligator,Anvil,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
337,Lizard,Alligator,Crocodile,reptile,41,42,"Answer using only only word - ""Alligator"" or ""Crocodile"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
340,Axe,Alligator,Gecko,tool,39,40,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
357,Lizard,Alligator,Nail,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
365,Chisel,Alligator,Turtle,tool,41,40,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Alligator",Alligator
390,Boa python,Alligator,Dinosaur,reptile,43,42,"Answer using only only word - ""Alligator"" or ""Dinosaur"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
394,Crocodile,Alligator,Caiman,reptile,42,44,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
430,Lizard,Alligator,Axe,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
436,Nail,Alligator,Snake,tool,39,39,"Answer using only only word - ""Alligator"" or ""Snake"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Alligator",Alligator
441,Saw,Alligator,Spanner,tool,39,41,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Alligator",Alligator
442,Spanner,Alligator,Boa python,tool,42,43,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Alligator",Alligator
460,Boa python,Alligator,Gecko,reptile,42,42,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
471,Blindworm,Alligator,Dinosaur,reptile,43,42,"Answer using only only word - ""Alligator"" or ""Dinosaur"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Alligator",Alligator
472,Anvil,Alligator,Shovel,tool,40,41,"Answer using only only word - ""Alligator"" or ""Shovel"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Alligator",Alligator
501,Caiman,Alligator,Spanner,reptile,41,41,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Alligator",Alligator
508,Caiman,Alligator,Knife,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Knife"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Alligator",Alligator
585,Tortoise,Alligator,Caiman,reptile,42,42,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Alligator",Alligator
614,Gecko,Alligator,Toad,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Alligator",Alligator
627,Chameleon,Alligator,Gecko,reptile,42,42,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Alligator",Alligator
696,Dinosaur,Alligator,Axe,reptile,41,40,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Alligator",Alligator
740,Nail,Alligator,Boa python,tool,41,41,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Alligator",Alligator
758,Grinding disk,Alligator,Snake,tool,44,41,"Answer using only only word - ""Alligator"" or ""Snake"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Alligator",Alligator
764,Paint brush,Alligator,Toad,tool,43,42,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Alligator",Alligator
776,Crocodile,Alligator,Anvil,reptile,42,44,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
843,Paint brush,Alligator,Blindworm,tool,44,43,"Answer using only only word - ""Alligator"" or ""Blindworm"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Alligator",Alligator
846,Cobra,Alligator,Lizard,reptile,40,42,"Answer using only only word - ""Alligator"" or ""Lizard"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
865,Dinosaur,Alligator,Caiman,reptile,42,40,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Alligator",Alligator
899,Cobra,Alligator,Blindworm,reptile,41,43,"Answer using only only word - ""Alligator"" or ""Blindworm"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
901,Shovel,Alligator,Knife,tool,40,42,"Answer using only only word - ""Alligator"" or ""Knife"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Alligator",Alligator
935,Dinosaur,Alligator,Anvil,reptile,41,40,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Alligator",Alligator
998,Knife,Alligator,Spanner,tool,40,41,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Alligator",Alligator
1010,Chameleon,Alligator,Vacuum,reptile,42,43,"Answer using only only word - ""Alligator"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Alligator",Alligator
1023,Tortoise,Alligator,Salamander,reptile,43,43,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Alligator",Alligator
1048,Cobra,Alligator,Nail,reptile,40,42,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
1059,Axe,Alligator,Blindworm,tool,40,41,"Answer using only only word - ""Alligator"" or ""Blindworm"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
1076,Lawn Mower,Alligator,Tortoise,tool,43,45,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Alligator",Alligator
1085,Gecko,Alligator,Shovel,reptile,40,41,"Answer using only only word - ""Alligator"" or ""Shovel"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Alligator",Alligator
1118,Snake,Alligator,Anvil,reptile,40,38,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Alligator",Alligator
1126,Saw,Alligator,Oil can,tool,39,40,"Answer using only only word - ""Alligator"" or ""Oil can"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Alligator",Alligator
1167,Crocodile,Alligator,Saw,reptile,41,44,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
1178,Blindworm,Alligator,Paint brush,reptile,43,43,"Answer using only only word - ""Alligator"" or ""Paint brush"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Alligator",Alligator
1198,Caiman,Alligator,Vacuum,reptile,41,41,"Answer using only only word - ""Alligator"" or ""Vacuum"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Alligator",Alligator
1200,Paint brush,Alligator,Spanner,tool,43,43,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Alligator",Alligator
1229,Axe,Alligator,Dinosaur,tool,40,40,"Answer using only only word - ""Alligator"" or ""Dinosaur"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
1233,Grinding disk,Alligator,Toad,tool,44,42,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Alligator",Alligator
1285,Gecko,Alligator,Caiman,reptile,40,40,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Alligator",Alligator
1288,Grinding disk,Alligator,Tortoise,tool,45,43,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Alligator",Alligator
1348,Salamander,Alligator,Lawn Mower,reptile,44,44,"Answer using only only word - ""Alligator"" or ""Lawn Mower"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Alligator",Alligator
1352,Blindworm,Alligator,Grinding disk,reptile,44,43,"Answer using only only word - ""Alligator"" or ""Grinding disk"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Alligator",Alligator
1392,Boa python,Alligator,Chameleon,reptile,43,43,"Answer using only only word - ""Alligator"" or ""Chameleon"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
1398,Crocodile,Alligator,Lizard,reptile,42,44,"Answer using only only word - ""Alligator"" or ""Lizard"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
1416,Boa python,Alligator,Chisel,reptile,43,42,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
1419,Nail,Alligator,Lizard,tool,40,40,"Answer using only only word - ""Alligator"" or ""Lizard"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Alligator",Alligator
1451,Shovel,Alligator,Salamander,tool,42,43,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Alligator",Alligator
1474,Toad,Alligator,Screwdriver,reptile,41,41,"Answer using only only word - ""Alligator"" or ""Screwdriver"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Alligator",Alligator
1494,Boa python,Alligator,Shovel,reptile,43,43,"Answer using only only word - ""Alligator"" or ""Shovel"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
62,Hammer,Anvil,Lizard,tool,40,40,"Answer using only only word - ""Anvil"" or ""Lizard"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
78,Lawn Mower,Anvil,Knife,tool,41,44,"Answer using only only word - ""Anvil"" or ""Knife"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
108,Chisel,Anvil,Oil can,tool,40,40,"Answer using only only word - ""Anvil"" or ""Oil can"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
124,Oil can,Anvil,Chameleon,tool,41,41,"Answer using only only word - ""Anvil"" or ""Chameleon"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
141,Knife,Anvil,Gecko,tool,39,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Anvil",Anvil
160,Knife,Anvil,Paint brush,tool,40,41,"Answer using only only word - ""Anvil"" or ""Paint brush"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Anvil",Anvil
162,Chameleon,Anvil,Vacuum,reptile,41,43,"Answer using only only word - ""Anvil"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Anvil",Anvil
173,Nail,Anvil,Chisel,tool,39,40,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
178,Saw,Anvil,Snake,tool,38,39,"Answer using only only word - ""Anvil"" or ""Snake"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Anvil",Anvil
201,Snake,Anvil,Lawn Mower,reptile,40,40,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Anvil",Anvil
218,Knife,Anvil,Shovel,tool,39,41,"Answer using only only word - ""Anvil"" or ""Shovel"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Anvil",Anvil
232,Nail,Anvil,Dinosaur,tool,39,40,"Answer using only only word - ""Anvil"" or ""Dinosaur"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
235,Snake,Anvil,Paint brush,reptile,40,39,"Answer using only only word - ""Anvil"" or ""Paint brush"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Anvil",Anvil
236,Nail,Anvil,Lizard,tool,39,40,"Answer using only only word - ""Anvil"" or ""Lizard"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
256,Nail,Anvil,Screwdriver,tool,40,41,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil.",Anvil
294,Vacuum,Anvil,Chisel,tool,40,42,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Anvil",Anvil
298,Lawn Mower,Anvil,Gecko,tool,41,44,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
315,Shovel,Anvil,Caiman,tool,40,42,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Anvil",Anvil
331,Hammer,Anvil,Knife,tool,39,40,"Answer using only only word - ""Anvil"" or ""Knife"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
362,Nail,Anvil,Gecko,tool,38,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
395,Chisel,Anvil,Turtle,tool,40,40,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
397,Axe,Anvil,Grinding disk,tool,40,41,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Anvil",Anvil
410,Snake,Anvil,Vacuum,reptile,39,39,"Answer using only only word - ""Anvil"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Anvil",Anvil
414,Chisel,Anvil,Paint brush,tool,41,41,"Answer using only only word - ""Anvil"" or ""Paint brush"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
428,Turtle,Anvil,Shovel,reptile,40,41,"Answer using only only word - ""Anvil"" or ""Shovel"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Anvil",Anvil
466,Lizard,Anvil,Oil can,reptile,40,40,"Answer using only only word - ""Anvil"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Anvil",Anvil
470,Spanner,Anvil,Saw,tool,39,42,"Answer using only only word - ""Anvil"" or ""Saw"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Anvil",Anvil
485,Hammer,Anvil,Gecko,tool,39,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
523,Axe,Anvil,Tortoise,tool,39,41,"Answer using only only word - ""Anvil"" or ""Tortoise"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Anvil",Anvil
531,Lizard,Anvil,Grinding disk,reptile,41,41,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Anvil",Anvil
542,Chisel,Anvil,Nail,tool,39,40,"Answer using only only word - ""Anvil"" or ""Nail"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil.",Anvil
574,Toad,Anvil,Chisel,reptile,39,40,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Anvil",Anvil
582,Chameleon,Anvil,Gecko,reptile,41,42,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Anvil",Anvil
588,Grinding disk,Anvil,Crocodile,tool,44,44,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Anvil",Anvil
603,Chisel,Anvil,Crocodile,tool,40,42,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
657,Caiman,Anvil,Paint brush,reptile,41,41,"Answer using only only word - ""Anvil"" or ""Paint brush"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Anvil",Anvil
662,Lizard,Anvil,Tortoise,reptile,40,41,"Answer using only only word - ""Anvil"" or ""Tortoise"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Anvil",Anvil
699,Grinding disk,Anvil,Axe,tool,42,42,"Answer using only only word - ""Anvil"" or ""Axe"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Anvil",Anvil
755,Turtle,Anvil,Blindworm,reptile,40,41,"Answer using only only word - ""Anvil"" or ""Blindworm"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Anvil",Anvil
763,Shovel,Anvil,Lawn Mower,tool,41,44,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Anvil",Anvil
766,Oil can,Anvil,Cobra,tool,40,41,"Answer using only only word - ""Anvil"" or ""Cobra"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
775,Lawn Mower,Anvil,Chisel,tool,42,44,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
824,Paint brush,Anvil,Lawn Mower,tool,43,44,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Anvil",Anvil
876,Toad,Anvil,Shovel,reptile,39,41,"Answer using only only word - ""Anvil"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Anvil",Anvil
883,Oil can,Anvil,Tortoise,tool,41,41,"Answer using only only word - ""Anvil"" or ""Tortoise"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
885,Nail,Anvil,Chameleon,tool,39,41,"Answer using only only word - ""Anvil"" or ""Chameleon"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
896,Saw,Anvil,Lawn Mower,tool,39,42,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Anvil",Anvil
900,Axe,Anvil,Screwdriver,tool,39,41,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Anvil",Anvil
924,Chisel,Anvil,Chameleon,tool,40,41,"Answer using only only word - ""Anvil"" or ""Chameleon"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
951,Toad,Anvil,Hammer,reptile,39,40,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Anvil",Anvil
997,Vacuum,Anvil,Crocodile,tool,40,44,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Anvil",Anvil
1043,Toad,Anvil,Lawn Mower,reptile,40,42,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Anvil",Anvil
1055,Spanner,Anvil,Salamander,tool,41,43,"Answer using only only word - ""Anvil"" or ""Salamander"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Anvil",Anvil
1058,Tortoise,Anvil,Shovel,reptile,41,43,"Answer using only only word - ""Anvil"" or ""Shovel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Anvil",Anvil
1071,Lawn Mower,Anvil,Crocodile,tool,42,46,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
1098,Chisel,Anvil,Caiman,tool,40,40,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
1132,Grinding disk,Anvil,Toad,tool,43,42,"Answer using only only word - ""Anvil"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Anvil",Anvil
1160,Gecko,Anvil,Turtle,reptile,39,40,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Anvil",Anvil
1191,Shovel,Anvil,Snake,tool,39,41,"Answer using only only word - ""Anvil"" or ""Snake"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Anvil",Anvil
1247,Alligator,Anvil,Gecko,reptile,41,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Anvil",Anvil
1291,Vacuum,Anvil,Grinding disk,tool,41,43,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Anvil",Anvil
1295,Oil can,Anvil,Caiman,tool,40,40,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
1314,Grinding disk,Anvil,Snake,tool,43,41,"Answer using only only word - ""Anvil"" or ""Snake"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Anvil",Anvil
1341,Blindworm,Anvil,Snake,reptile,41,41,"Answer using only only word - ""Anvil"" or ""Snake"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Anvil",Anvil
1346,Boa python,Anvil,Screwdriver,reptile,43,43,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Anvil",Anvil
1368,Oil can,Anvil,Saw,tool,39,40,"Answer using only only word - ""Anvil"" or ""Saw"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
1371,Hammer,Anvil,Caiman,tool,40,48,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
1414,Nail,Anvil,Saw,tool,38,40,"Answer using only only word - ""Anvil"" or ""Saw"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
1436,Dinosaur,Anvil,Knife,reptile,40,40,"Answer using only only word - ""Anvil"" or ""Knife"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Anvil",Anvil
1448,Dinosaur,Anvil,Screwdriver,reptile,42,41,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Anvil",Anvil
1449,Vacuum,Anvil,Gecko,tool,39,42,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Anvil",Anvil
1452,Hammer,Anvil,Boa python,tool,41,41,"Answer using only only word - ""Anvil"" or ""Boa python"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
1478,Blindworm,Anvil,Chisel,reptile,41,42,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Anvil",Anvil
